   1.0000000e+00   5.0340071e-01   3.3322204e-01   6.7842527e-01   5.0688251e-01   6.0688154e-02   1.5466799e-01   2.5585943e-01  -1.2583110e-01  -1.8895174e-01  -1.5362822e-01
   1.0000000e+00   3.7587362e-01   3.1938164e-01   5.1888709e-01   5.7971391e-01   6.7712994e-02   1.9280066e-02   2.8078523e-01  -7.3631835e-02  -1.2365481e-01  -3.4007037e-01
   1.0000000e+00   1.6871252e-01   2.3418904e-01   3.5384788e-01   5.7907815e-01  -4.1598939e-02  -7.2230631e-02   2.6682921e-01  -8.6084487e-02  -9.5370215e-02  -4.2071633e-01
   1.0000000e+00  -1.9554468e-03   5.2036421e-01   2.2079321e-01   5.0814913e-01   1.5755561e-02   1.0308737e-01   2.8725255e-01  -2.6494151e-01   2.2360147e-01  -4.4775425e-01
   1.0000000e+00   2.7357150e-01   1.9028949e-01   4.3322989e-01   6.1514498e-01   5.6737421e-03  -8.7676490e-02   3.0319577e-01   1.8833507e-02  -1.4880840e-01  -4.0206576e-01
   1.0000000e+00   2.0019184e-01   4.1318775e-01   3.9891143e-01   4.9659265e-01   1.7142731e-02   4.6264178e-02   2.7740662e-01  -2.5687326e-01   1.6127773e-02  -3.6198262e-01
   1.0000000e+00  -8.6308857e-02   3.1241356e-01   3.5802437e-01   3.2162661e-01  -1.2983207e-01   1.2624300e-01   3.3337504e-01  -5.2418176e-01   2.4912743e-01  -2.7286138e-01
   1.0000000e+00   4.5521509e-02   5.6495707e-01   2.8171563e-01   4.1216643e-01   5.7854197e-02   5.9958751e-02   3.4639911e-01  -4.3302256e-01   2.2605017e-01  -4.0246443e-01
   1.0000000e+00   4.6495386e-01   5.8677790e-01   5.1752307e-01   5.0298635e-01   1.1758943e-01   1.0257869e-01   1.5813424e-01  -2.6415750e-01  -1.1558273e-01  -3.7231387e-01
   1.0000000e+00   4.6525249e-01   7.1139782e-01   4.6767453e-01   5.0056989e-01   2.2874782e-01   7.1299668e-02   1.8568941e-01  -2.7639702e-01  -3.0869083e-02  -4.2224157e-01
