   4.4178949e-01   3.1183961e-01   3.2450531e-01   2.6533704e-01   2.5167959e-01   2.4605820e+00   2.3011422e+00   2.4320540e+00   2.6061310e+00   2.3058525e+00
   1.5362789e+00   3.5079423e-02   7.5155728e-02   6.7088948e-02   7.5203386e-01   2.9590045e+00   2.6511242e+00   2.7635771e+00   2.8464643e+00   2.9840842e+00
   1.3348415e+00   1.2723759e-02   1.4426021e-02   2.6453491e-02   5.6206277e-01   3.1520241e+00   2.8541926e+00   2.9777770e+00   2.9904988e+00   3.1951837e+00
   1.1442468e+00   1.8310158e-02   3.4372177e-02   1.5912769e-02   4.8323377e-01   2.7524632e+00   2.5031075e+00   2.6301148e+00   2.6465327e+00   2.7720703e+00
   1.4936612e+00   1.8495908e-02   4.6038995e-02   4.4652496e-02   6.8711946e-01   3.2146755e+00   2.8938361e+00   3.0187921e+00   3.0366607e+00   3.2606244e+00
   3.6823748e+00   3.0896782e+00   3.0361229e+00   2.9882550e+00   3.3250611e+00   1.0796122e-01   1.0538878e-01   6.4539798e-02   7.0585676e-01   1.4719945e-01
   4.0101076e+00   3.1633400e+00   3.1095900e+00   3.0701039e+00   3.5174004e+00   7.8156275e-01   3.0266513e-01   4.9949336e-01   2.2628584e-01   4.5827007e-01
   3.5053508e+00   2.9263271e+00   2.8708220e+00   2.8151738e+00   3.1304093e+00   2.9331709e-01   1.0451981e-01   1.9386216e-01   2.8933889e-01   1.5933629e-01
   3.8425391e+00   3.1700749e+00   3.1120100e+00   3.0615212e+00   3.4107171e+00   7.7539210e-01   4.1535265e-01   6.2761796e-01   1.6060682e-01   4.2721897e-01
   3.6436719e+00   3.3997511e+00   3.3612934e+00   3.3071816e+00   3.4810191e+00   3.4885945e-01   4.7543779e-01   5.1293040e-01   8.2297133e-01   4.1933765e-02
