   1.0000000e+00   9.3790497e-01   7.7711250e-01   5.5127703e-01   2.9580166e-01   5.6114403e-02  -1.3332006e-01  -2.6271712e-01  -3.3823822e-01  -3.6805665e-01  -3.7500773e-01
   1.0000000e+00   9.1706043e-01   7.7559510e-01   5.5922296e-01   3.1366890e-01   1.1291783e-01  -6.6807981e-02  -1.5869725e-01  -2.4478912e-01  -2.8354525e-01  -3.1396959e-01
   1.0000000e+00   9.3384000e-01   7.9891799e-01   6.0429016e-01   3.8375719e-01   1.8741182e-01   2.1404951e-02  -8.9758152e-02  -1.8300608e-01  -2.4574315e-01  -3.0889787e-01
   1.0000000e+00   9.3723076e-01   7.7936672e-01   5.6978716e-01   3.4758073e-01   1.5611936e-01   1.7836403e-02  -7.8005772e-02  -1.5853790e-01  -2.4145181e-01  -3.3646575e-01
   1.0000000e+00   9.6232979e-01   8.6444769e-01   7.1618524e-01   5.3162421e-01   3.2779267e-01   1.1773916e-01  -8.5934469e-02  -2.7535035e-01  -4.4503551e-01  -5.8901161e-01
   1.0000000e+00   9.3804930e-01   7.7994709e-01   5.5821955e-01   3.1656605e-01   1.0812299e-01  -4.6244318e-02  -1.3655864e-01  -1.8107581e-01  -2.0934040e-01  -2.4513480e-01
   1.0000000e+00   9.5578561e-01   8.3656327e-01   6.6372139e-01   4.6415590e-01   2.6516829e-01   8.5751660e-02  -6.7362160e-02  -1.9737105e-01  -3.1210550e-01  -4.1994722e-01
   1.0000000e+00   9.4573220e-01   8.0506457e-01   6.0441461e-01   3.8072107e-01   1.7681084e-01   1.2310361e-02  -1.0110449e-01  -1.7693285e-01  -2.2989265e-01  -2.7774311e-01
   1.0000000e+00   9.3547162e-01   7.7480124e-01   5.5580919e-01   3.1983713e-01   1.2028753e-01  -2.4917824e-02  -1.1793542e-01  -1.8012534e-01  -2.3712082e-01  -3.0638073e-01
   1.0000000e+00   9.5744801e-01   8.4755441e-01   6.8893047e-01   5.0380290e-01   3.1364930e-01   1.3175082e-01  -3.8543437e-02  -1.9992178e-01  -3.5438817e-01  -5.0079092e-01
