   1.0000000e+00   5.1873153e-01   6.9405291e-02   2.7136348e-01   4.2733071e-01  -4.0020061e-02  -5.0095056e-01  -3.4154541e-01  -1.3887987e-01  -3.2753304e-01  -5.8099548e-01
   1.0000000e+00   6.4648358e-01   2.9534765e-01   3.9494094e-01   4.4037183e-01   7.6502019e-02  -2.8136669e-01  -2.8332154e-01  -2.4163983e-01  -3.2631610e-01  -4.8755221e-01
   1.0000000e+00   7.0427542e-01   3.8876880e-01   4.7432433e-01   4.5387435e-01   6.8303867e-02  -2.3315351e-01  -2.3353255e-01  -2.2425108e-01  -3.6558151e-01  -4.9546888e-01
   1.0000000e+00   6.8279852e-01   3.2018299e-01   4.0836501e-01   4.8209041e-01   8.6745304e-02  -3.2939214e-01  -3.1015019e-01  -1.9770051e-01  -3.5540586e-01  -5.8925909e-01
   1.0000000e+00   6.2450517e-01   1.7898199e-01   2.9632198e-01   4.1336477e-01  -5.9804211e-03  -4.7417380e-01  -4.4765413e-01  -2.3454047e-01  -3.3308600e-01  -5.7508077e-01
   1.0000000e+00   7.3140321e-01   4.1874093e-01   4.1321581e-01   3.8299378e-01   3.9713369e-03  -3.6672766e-01  -4.1156237e-01  -3.7509711e-01  -4.7177897e-01  -6.0392687e-01
   1.0000000e+00   6.0548842e-01   1.7366052e-01   3.3531039e-01   4.2147874e-01  -2.4463095e-02  -4.3042361e-01  -3.6606124e-01  -2.1608120e-01  -3.6528020e-01  -5.6814054e-01
   1.0000000e+00   6.4893973e-01   2.5412785e-01   3.4426019e-01   3.9324439e-01  -1.2963177e-02  -4.4165288e-01  -4.4514269e-01  -2.9803621e-01  -3.9122944e-01  -6.0360780e-01
   1.0000000e+00   7.7158099e-01   4.6685161e-01   3.9093524e-01   2.6335561e-01  -8.6951077e-02  -4.1751869e-01  -5.2713779e-01  -5.3422243e-01  -5.7525006e-01  -6.0682504e-01
   1.0000000e+00   7.6003556e-01   4.8971925e-01   3.9321690e-01   3.0859071e-01  -1.6313460e-02  -3.7085257e-01  -4.5322474e-01  -4.5750910e-01  -4.6818655e-01  -5.3695239e-01
